user_location,user_created,date,text,flag
,2020-06-16 11:44:03,2020-12-11 08:59:06,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Ballynahinch, Northern Ireland",2020-05-11 15:07:33,2020-12-11 08:59:32,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Engeland, Verenigd Koninkrijk",2018-05-26 07:01:44,2020-12-11 08:59:42,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-06-13 13:32:23,2020-12-11 08:59:43,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Malaysia,2012-01-22 03:27:47,2020-12-11 08:59:49,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Maryland, USA",2012-11-10 05:44:50,2020-12-11 09:00:09,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Europe,2016-09-12 10:06:36,2020-12-11 08:33:22,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Hell, Michigan, USA",2014-06-10 05:09:40,2020-12-11 08:32:42,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Hypixel,2017-06-10 20:54:53,2020-12-11 08:03:41,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-05-26 20:08:56,2020-12-11 08:12:31,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
USA (My Closet),2015-06-25 18:29:50,2020-12-11 08:12:50,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Việt Nam,2016-12-11 03:13:12,2020-12-11 08:13:02,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-10-29 22:03:43,2020-12-11 08:13:34,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-11-10 18:42:59,2020-12-11 08:14:12,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Washington, USA",2015-04-18 01:29:32,2020-12-11 08:14:17,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-07-16 14:10:16,2020-12-11 08:14:21,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Germany,2016-08-08 15:52:05,2020-12-11 08:15:20,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-02-11 21:28:58,2020-12-11 08:15:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Ohio, USA",2013-07-21 22:52:24,2020-12-11 08:16:26,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-06-20 13:56:03,2020-12-11 08:16:34,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2011-06-13 10:03:15,2020-12-11 08:16:54,@ssssss94_ Damn you got a tesla or what 🥴,negative
,2018-06-20 06:50:17,2020-12-11 08:16:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
anus,2018-09-05 13:55:47,2020-12-11 08:17:25,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-10-29 09:53:23,2020-12-11 08:17:25,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2009-08-19 12:28:31,2020-12-11 08:18:02,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Australia,2017-12-20 01:06:56,2020-12-11 08:12:33,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Amiens, Picardie",2015-11-05 20:37:11,2020-12-11 08:11:53,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Anselmo, Ca",2009-12-01 04:00:58,2020-12-11 08:18:18,"@mplspat congress doesn't give  sht what we demand, so we need to force it by a show of power of what we can and will do if they don't do their damned jobs. Make them want to
Tesla, Bezos, etc would freak if they lost $, just a taste of what 99% can do if they keep fcking w peoples' lives",negative
Somwhere,2014-08-28 09:19:44,2020-12-11 08:11:22,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-01-20 02:42:22,2020-12-11 08:03:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-08-31 01:06:33,2020-12-11 08:03:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-01-25 06:01:29,2020-12-11 08:04:13,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-11-29 18:40:45,2020-12-11 08:04:40,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-02-19 07:44:23,2020-12-11 08:04:46,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2012-01-18 13:58:25,2020-12-11 08:04:50,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
New York City,2014-06-01 19:58:46,2020-12-11 08:04:53,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
land,2015-11-27 22:13:25,2020-12-11 08:05:00,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-10-07 12:20:36,2020-12-11 08:05:25,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"North West, England",2016-05-11 19:54:26,2020-12-11 08:05:51,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-12-28 00:28:39,2020-12-11 08:08:00,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-06-02 13:42:45,2020-12-11 08:09:45,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Baja California, México",2018-01-01 22:08:01,2020-12-11 08:10:30,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-04-26 21:27:47,2020-12-11 08:10:57,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-05-08 15:55:26,2020-12-11 08:11:18,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Ελλάς,2017-01-16 14:02:42,2020-12-11 08:18:07,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-10-20 09:54:35,2020-12-11 08:18:52,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-12-08 17:02:08,2020-12-11 08:32:29,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2012-08-13 22:20:31,2020-12-11 08:29:03,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-10-20 22:21:44,2020-12-11 08:29:43,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
moonicle,2016-06-13 11:49:58,2020-12-11 08:29:58,RT @discord: here are some beautiful photos of said tesla to go along with these legal terms: https://t.co/F95kM095GN https://t.co/zYjbF4xa…,positive
,2020-10-21 02:19:19,2020-12-11 08:30:02,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-10-21 02:28:58,2020-12-11 08:30:19,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2011-07-29 17:09:35,2020-12-11 08:30:25,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-10-21 03:29:26,2020-12-11 08:30:36,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Los Angeles, CA",2020-10-22 05:46:31,2020-12-11 08:30:56,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-12-27 21:47:27,2020-12-11 08:31:09,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
discord,2019-07-23 02:43:23,2020-12-11 08:31:10,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"New York, USA",2020-10-22 05:43:31,2020-12-11 08:31:17,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-08-22 12:43:05,2020-12-11 08:31:22,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
funny monkey,2020-05-20 05:40:16,2020-12-11 08:31:30,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-10-20 21:48:35,2020-12-11 08:31:35,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Là où il doit être.,2017-11-01 17:36:53,2020-12-11 08:32:20,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
non commercial and non profit,2014-09-09 19:53:04,2020-12-11 08:32:23,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-10-20 22:17:38,2020-12-11 08:29:23,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Bay Area,2020-04-12 01:49:57,2020-12-11 08:28:47,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Oregon, USA",2019-01-04 21:07:17,2020-12-11 08:19:09,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2009-08-17 03:37:14,2020-12-11 08:26:10,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Unova (Puerto Rico irl),2018-01-10 22:42:47,2020-12-11 08:19:42,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
:),2015-06-21 05:37:27,2020-12-11 08:19:44,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-04-15 18:09:48,2020-12-11 08:20:28,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Krueger Health Solutions Corp.,2016-02-18 00:00:13,2020-12-11 08:20:39,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2016-09-17 12:18:46,2020-12-11 08:20:45,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-08-25 14:16:11,2020-12-11 08:20:49,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Follows You,2019-05-09 14:56:36,2020-12-11 08:21:16,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-02-25 07:11:10,2020-12-11 08:22:26,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"England, United Kingdom",2017-05-10 20:48:27,2020-12-11 08:22:34,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-02-23 11:57:32,2020-12-11 08:23:04,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
🇸🇪🇸🇪,2017-12-05 20:38:06,2020-12-11 08:23:49,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Arkansas, USA",2013-06-28 07:53:53,2020-12-11 08:24:09,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Le Grand Nord 🍁❄️,2017-12-11 22:53:38,2020-12-11 08:25:35,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-11-10 23:32:20,2020-12-11 08:25:47,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-07-05 02:17:31,2020-12-11 08:25:54,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Under your bed,2020-03-28 01:09:42,2020-12-11 07:10:08,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
127.0.0.1,2018-11-18 09:43:38,2020-12-11 07:10:06,RT @discord: here are some beautiful photos of said tesla to go along with these legal terms: https://t.co/F95kM095GN https://t.co/zYjbF4xa…,positive
127.0.0.1,2018-11-18 09:43:38,2020-12-11 07:10:04,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-03-09 09:25:44,2020-12-11 06:03:01,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
collecting coochie,2013-01-31 16:57:22,2020-12-11 06:03:31,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-09-02 09:11:08,2020-12-11 06:04:00,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Tacoma, WA",2017-01-23 02:30:50,2020-12-11 06:04:09,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
don’t worry about it,2020-01-01 01:29:58,2020-12-11 06:04:50,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Vancouver, British Columbia",2017-04-04 04:04:50,2020-12-11 06:05:38,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Australia,2016-11-09 04:29:38,2020-12-11 06:05:50,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Göteborg, Sverige",2015-02-22 22:47:10,2020-12-11 06:05:52,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Nunya, Nunya Business.",2020-08-09 06:49:08,2020-12-11 06:05:52,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-09-15 18:14:18,2020-12-11 06:06:54,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-10-08 21:26:50,2020-12-11 06:07:25,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
United States,2017-07-02 17:40:37,2020-12-11 06:07:58,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-12-14 10:18:02,2020-12-11 06:08:15,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Houston,Texas",2014-01-04 00:01:00,2020-12-11 06:08:22,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
우주,2020-01-15 01:41:10,2020-12-11 06:08:36,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Curitiba, Brasil",2017-08-05 01:06:05,2020-12-11 06:08:42,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Rhône-Alpes, France",2014-05-19 17:45:50,2020-12-11 06:03:22,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
under you bed ;)),2015-12-27 19:42:03,2020-12-11 06:03:01,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-11-21 00:10:48,2020-12-11 06:09:18,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Valencia, España",2015-08-14 22:56:14,2020-12-11 06:02:59,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-04-17 23:12:29,2020-12-11 05:58:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-12-30 18:37:45,2020-12-11 05:59:33,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Alicante - Murcia,2011-07-08 15:23:59,2020-12-11 05:59:35,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Lulu's Chess World, VRChat",2017-03-13 22:09:30,2020-12-11 05:59:47,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-02-03 16:44:44,2020-12-11 06:00:16,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
United States,2018-09-10 12:48:07,2020-12-11 06:00:32,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-07-04 01:42:03,2020-12-11 06:00:35,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Poland,2017-01-02 23:16:59,2020-12-11 06:01:06,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-02-16 15:11:32,2020-12-11 06:01:12,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
El Salvador,2016-11-09 16:07:53,2020-12-11 06:01:22,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-12-19 20:28:15,2020-12-11 06:01:30,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-01-02 04:08:29,2020-12-11 06:01:32,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
NFC: SW-3892-0980-4992,2018-11-19 05:17:14,2020-12-11 06:02:27,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Earth,2018-09-03 16:27:33,2020-12-11 06:02:34,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Kami's Hideout,2017-08-30 03:09:23,2020-12-11 06:02:35,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-08-31 17:45:38,2020-12-11 06:08:47,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
United States,2017-07-15 18:44:49,2020-12-11 06:09:19,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2012-05-20 02:57:25,2020-12-11 05:58:15,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
USA,2020-10-24 23:16:41,2020-12-11 06:15:16,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Nantes, France",2015-12-08 19:34:11,2020-12-11 06:15:25,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Berlin,2020-10-24 16:44:53,2020-12-11 06:15:44,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2016-03-15 22:35:58,2020-12-11 06:15:49,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-02-19 16:09:34,2020-12-11 06:15:51,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Earth,2015-11-17 00:26:15,2020-12-11 06:15:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-08-25 12:21:12,2020-12-11 06:16:00,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
LA,2020-10-24 18:29:28,2020-12-11 06:16:11,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Barcelona,2020-10-24 23:12:22,2020-12-11 06:16:41,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
blackpool UK,2011-05-10 12:37:29,2020-12-11 06:17:56,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Phoenix, Antarctica",2015-07-25 05:26:02,2020-12-11 06:18:00,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-08-25 09:30:13,2020-12-11 06:18:50,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-07-05 23:34:03,2020-12-11 06:19:10,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Deutschland,2012-05-21 21:25:21,2020-12-11 06:19:38,RT @ElectrekCo: Tesla is rumored to get Cybertruck steel from new $1.7 billion factory in Texas https://t.co/eUcJ0QWnM9 by @fredericlambert,positive
Germany,2013-02-25 19:59:59,2020-12-11 06:20:13,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Florida, EE. UU.",2015-08-10 05:51:21,2020-12-11 06:20:33,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Minneapolis, MN",2014-08-31 17:26:14,2020-12-11 06:15:18,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
